Movie_ID,Genre,Release_Year,Runtime_Minutes,Budget_Million,Marketing_Million,Opening_Weekend_Million,Theater_Count,IMDb_Rating,Critic_Score,Audience_Score,Star_Power,Franchise,Sequel,Box_Office_Revenue_Million
288,Sci-Fi,2011,116,39.76,16.77,37.24,2309,7.4,92,90,6.5,No,No,485.46
289,Action,2025,117,33.71,8.09,16.39,1567,6.6,65,77,3.7,No,No,307.96
290,Action,2014,151,91.87,29.63,51.31,2540,7.9,94,95,4.7,No,No,770.73
291,Sci-Fi,2019,83,36.08,15.79,15.6,2869,5.1,73,71,8.3,No,No,368.38
292,Drama,2013,83,65.7,24.66,46.45,1657,7.2,78,81,3.5,No,No,254.8
293,Horror,2018,87,93.31,29.95,54.01,3382,8.2,98,99,7.1,No,No,437.57
294,Drama,2015,122,35.21,9.88,28.52,1996,8.3,97,99,7.2,No,No,235.0
295,Action,2011,108,66.76,32.44,48.24,1232,6.9,84,86,9.6,Yes,No,948.31
296,Action,2010,109,105.49,21.89,39.42,2066,6.0,82,87,8.2,No,No,695.49
297,Sci-Fi,2014,96,24.59,7.92,33.76,1540,8.2,98,98,8.4,No,No,433.41
298,Animation,2018,148,55.9,28.59,23.87,1991,7.1,82,75,6.3,No,No,475.56
299,Drama,2015,155,35.3,17.24,17.29,2065,7.0,86,84,3.5,Yes,Yes,283.73
300,Adventure,2019,133,25.63,7.95,17.9,679,6.4,86,73,5.4,Yes,No,422.98
301,Sci-Fi,2021,85,20.26,9.22,4.55,2076,6.1,57,68,6.4,Yes,Yes,372.91
302,Thriller,2016,105,25.37,12.16,9.26,1501,7.6,67,87,7.4,No,No,213.75
303,Action,2014,132,57.19,28.91,57.59,3010,7.6,83,87,6.9,No,No,701.03
304,Sci-Fi,2019,114,19.3,7.1,14.4,1839,7.3,63,75,5.2,No,No,274.58
305,Drama,2015,133,38.45,8.91,18.02,2617,6.5,70,99,4.1,No,No,208.23
306,Action,2014,140,93.31,23.53,36.8,3195,6.2,73,81,3.3,No,No,579.85
307,Horror,2020,153,73.64,19.76,51.7,3004,6.0,65,74,7.6,No,No,350.25
308,Sci-Fi,2018,102,38.96,15.1,31.92,1867,6.7,74,80,7.2,No,No,409.61
309,Romance,2024,117,164.95,26.91,77.69,2995,6.3,61,86,7.5,No,No,532.4
310,Action,2015,106,188.26,76.14,60.12,3382,5.7,73,88,5.0,No,No,1096.45
311,Drama,2020,75,55.94,16.54,46.57,2622,7.6,73,94,4.1,Yes,Yes,403.13
312,Comedy,2017,129,11.05,2.96,2.49,1644,6.0,47,73,8.1,No,No,124.79
313,Adventure,2011,126,97.86,49.11,29.42,2621,7.9,85,99,8.2,No,No,721.52
314,Fantasy,2021,104,12.38,4.13,17.67,2048,7.4,91,87,5.6,No,No,239.58
315,Animation,2022,83,143.57,26.99,44.18,2640,7.3,82,89,6.9,No,No,820.03
316,Fantasy,2018,107,111.24,53.47,42.4,2317,8.4,80,99,5.0,No,No,777.01
317,Drama,2014,130,174.26,29.46,60.04,3289,6.1,70,70,7.6,Yes,No,674.59
318,Thriller,2016,142,65.14,28.71,33.41,2373,7.8,90,71,8.7,No,No,445.06
319,Thriller,2019,101,43.49,19.99,36.76,2408,6.9,78,77,7.5,No,No,446.02
320,Comedy,2022,137,41.05,11.95,34.02,2505,9.2,97,99,6.1,Yes,Yes,503.69
321,Animation,2010,127,38.56,18.51,23.89,1598,6.8,81,86,5.7,Yes,No,488.42
322,Romance,2019,123,104.07,37.08,65.84,2331,6.7,58,91,7.1,No,No,443.56
323,Comedy,2014,89,87.38,29.3,39.24,2101,7.4,73,82,7.4,No,No,364.82
324,Fantasy,2021,90,59.47,10.0,38.74,3041,6.9,64,95,6.5,No,No,473.51
325,Comedy,2023,98,34.4,9.15,24.33,2049,6.5,86,79,7.0,No,No,181.7
326,Fantasy,2019,108,300.0,120.0,106.84,4508,6.3,78,80,2.8,No,No,1200.0
327,Action,2023,151,99.52,30.53,64.52,2725,8.3,93,99,9.6,Yes,No,1200.0
328,Thriller,2025,102,19.47,7.18,41.49,1617,6.2,55,62,8.3,No,No,303.45
329,Action,2011,130,39.32,14.27,20.96,2936,7.3,88,76,5.0,No,No,434.96
330,Adventure,2021,106,100.78,38.92,85.04,2913,7.9,98,82,6.5,Yes,No,1200.0
331,Animation,2015,124,32.71,5.71,25.89,2114,8.0,94,99,2.4,No,No,353.04
332,Romance,2020,114,69.12,20.38,53.98,1869,6.6,74,75,2.3,No,No,313.25
333,Fantasy,2010,119,102.04,44.82,49.23,2137,6.9,83,99,4.0,Yes,Yes,1098.02
334,Romance,2012,122,6.08,1.4,11.86,1700,6.8,79,80,7.5,No,No,66.96
335,Fantasy,2014,110,51.27,11.87,41.01,1911,5.9,76,58,8.8,No,No,452.92
336,Drama,2013,122,52.59,8.1,31.12,1740,7.5,92,81,6.5,No,No,199.31
337,Comedy,2012,140,42.08,13.68,33.79,1993,7.1,77,84,6.3,Yes,Yes,431.82
338,Adventure,2019,100,66.92,33.67,39.83,2294,8.3,84,99,5.2,No,No,632.48
339,Thriller,2022,139,84.33,14.4,37.0,2630,6.4,68,67,3.3,No,No,408.16
340,Fantasy,2014,110,60.32,13.66,33.08,2091,8.0,93,97,2.9,Yes,No,661.57
341,Romance,2020,108,43.14,11.82,41.82,1684,8.0,85,99,8.1,No,No,304.33
342,Adventure,2017,129,82.97,36.73,68.54,2060,7.1,71,77,9.4,No,No,857.47
343,Horror,2020,108,56.78,23.07,21.75,2918,5.4,62,84,5.7,No,No,210.42
344,Horror,2025,121,47.34,14.98,26.93,1600,6.7,86,74,7.3,No,No,229.94
345,Action,2013,120,23.44,10.63,44.79,2193,8.5,94,88,9.3,Yes,Yes,941.4
346,Thriller,2010,75,19.92,7.85,24.29,2239,7.3,78,71,2.7,No,No,157.56
347,Drama,2020,123,23.15,11.77,28.93,1948,7.7,88,99,8.2,No,No,236.81
348,Romance,2016,86,65.91,31.45,47.53,3277,7.0,79,82,6.9,No,No,300.69
349,Comedy,2017,88,52.24,13.12,42.85,2521,6.9,58,77,6.8,No,No,293.64
350,Comedy,2012,122,21.01,5.43,17.66,2911,5.6,71,55,4.3,No,No,182.11
351,Romance,2015,126,83.7,16.75,63.75,2228,7.7,89,85,7.5,No,No,325.33
352,Animation,2011,139,134.37,38.27,74.57,2692,8.0,88,99,8.4,No,No,967.91
353,Drama,2016,93,37.27,20.49,23.24,2399,6.3,82,56,2.9,No,No,177.67
354,Adventure,2024,100,17.74,5.54,22.45,1829,7.0,90,76,6.3,No,No,364.53
355,Fantasy,2017,124,34.69,8.26,26.51,2955,6.8,84,96,2.8,Yes,No,456.91
356,Animation,2015,139,95.85,43.61,86.41,2834,7.4,73,97,9.0,Yes,Yes,1200.0
357,Fantasy,2015,119,78.56,28.83,29.97,1985,6.7,67,74,6.1,No,No,503.06
358,Fantasy,2014,97,30.2,6.34,29.61,1203,7.8,97,92,8.5,Yes,Yes,658.26
359,Animation,2017,145,147.83,44.69,62.56,3091,7.2,61,88,4.9,No,No,908.52
360,Action,2010,110,132.12,41.72,48.51,2945,5.1,58,64,3.0,Yes,No,1035.86
361,Horror,2019,110,34.15,15.42,18.78,2264,7.5,87,99,2.3,Yes,Yes,311.52
362,Fantasy,2013,86,33.93,5.37,5.36,2711,7.9,69,94,4.3,No,No,298.98
363,Animation,2024,129,37.41,9.64,18.83,2676,6.2,72,84,4.0,No,No,319.86
364,Animation,2013,132,39.55,14.12,48.98,1866,7.4,92,88,6.5,No,No,478.14
365,Sci-Fi,2012,101,102.02,26.27,50.21,2071,8.6,79,80,2.2,No,No,751.36
366,Action,2012,150,72.52,29.11,38.84,1836,7.2,97,73,6.2,No,No,696.81
367,Thriller,2013,103,97.26,33.34,56.27,2307,8.0,78,83,5.1,Yes,Yes,810.99
368,Sci-Fi,2020,128,85.21,25.11,37.4,2384,6.7,81,77,6.6,Yes,Yes,989.3
369,Sci-Fi,2010,119,167.63,88.79,78.93,3461,7.1,78,99,7.6,No,No,1194.33
370,Romance,2023,75,27.63,11.13,30.87,1648,6.9,78,84,7.1,No,No,180.74
371,Horror,2020,126,70.43,14.23,52.62,2574,6.8,63,79,9.9,No,No,365.19
372,Animation,2022,124,13.39,5.01,15.7,2102,7.0,91,93,3.1,No,No,344.54
373,Horror,2020,80,23.37,10.8,22.3,2082,5.8,69,57,5.4,Yes,Yes,316.08
374,Drama,2011,146,52.39,22.71,25.34,1707,6.8,92,76,5.4,Yes,Yes,408.1
375,Romance,2018,124,72.18,15.8,37.28,2684,8.2,77,88,5.3,No,No,317.19
376,Thriller,2019,140,51.48,27.75,39.32,3304,6.3,69,79,7.3,No,No,360.7
377,Horror,2011,81,38.04,12.54,27.02,2265,6.2,72,82,5.9,Yes,Yes,369.36
378,Comedy,2014,107,42.7,9.12,24.29,708,7.1,80,87,6.1,No,No,124.54
379,Fantasy,2018,139,133.95,29.75,63.51,3626,7.2,87,88,5.5,Yes,No,1138.77
380,Drama,2018,84,42.85,8.11,34.64,1834,7.4,80,83,9.9,No,No,300.22
381,Action,2017,107,171.46,80.83,94.31,4476,7.0,98,85,9.4,No,No,1200.0
382,Thriller,2010,123,92.15,18.32,52.57,2688,7.2,80,76,4.5,No,No,529.03
383,Drama,2010,77,74.05,14.81,36.17,1624,6.8,47,86,2.9,No,No,188.18
384,Fantasy,2018,89,25.32,12.41,24.9,996,6.1,70,68,8.7,No,No,394.05
385,Romance,2022,143,101.01,29.07,62.67,3479,7.0,91,72,10.0,No,No,432.23
386,Fantasy,2020,116,39.9,6.48,36.2,2712,7.7,76,89,4.3,Yes,Yes,707.15
387,Sci-Fi,2017,139,25.3,4.32,19.71,3141,7.5,73,70,4.9,Yes,Yes,592.01
388,Fantasy,2019,119,76.76,15.88,47.58,2496,5.7,57,82,9.5,Yes,Yes,957.18
389,Sci-Fi,2018,164,22.31,5.25,32.0,1973,7.3,70,92,7.7,No,No,446.87
390,Romance,2016,124,33.51,13.94,26.32,1910,6.4,67,79,4.4,No,No,203.27
391,Adventure,2012,140,54.64,11.63,41.67,1963,8.2,98,79,6.6,No,No,668.84
392,Sci-Fi,2012,110,232.6,45.95,99.54,3697,7.4,97,80,9.6,No,No,1200.0
393,Action,2011,119,35.19,16.04,25.88,2225,7.8,62,90,8.5,Yes,Yes,785.28
394,Fantasy,2014,128,40.83,17.08,39.45,1746,7.1,75,81,7.9,No,No,474.86
395,Fantasy,2021,131,88.53,28.7,50.17,1762,7.0,81,67,7.9,No,No,632.67
396,Action,2021,114,24.59,9.09,7.88,2101,8.3,93,83,3.4,No,No,335.46
397,Comedy,2012,115,73.34,20.15,78.35,2027,7.9,98,88,8.6,Yes,Yes,743.07
398,Animation,2023,125,120.44,41.31,63.53,1264,7.2,60,72,4.2,No,No,816.6
399,Adventure,2015,125,45.05,15.89,46.7,2482,6.9,51,93,9.4,No,No,611.19
400,Thriller,2011,94,107.16,32.67,56.44,2210,5.7,86,73,4.9,No,No,475.05
401,Sci-Fi,2021,119,66.47,34.07,46.93,2729,7.4,90,79,8.9,No,No,751.57
402,Action,2012,121,34.21,5.35,19.47,2427,7.0,72,93,4.1,No,No,354.08
403,Romance,2014,95,48.36,22.38,61.16,2377,7.5,85,96,6.1,Yes,No,404.87
404,Sci-Fi,2021,133,42.97,8.58,23.91,3435,7.8,88,93,2.9,Yes,No,622.02
405,Animation,2020,123,51.95,24.37,41.69,2199,8.1,83,93,7.3,Yes,Yes,934.64
406,Romance,2020,162,60.74,24.08,44.98,2204,7.4,83,83,8.7,Yes,No,498.18
407,Drama,2010,114,80.61,39.28,38.61,2867,6.3,75,70,7.7,No,No,321.41
408,Fantasy,2022,138,76.55,14.47,36.65,2461,5.4,82,54,6.2,No,No,477.36
409,Drama,2010,126,11.32,4.23,20.76,2482,6.4,82,90,2.4,No,No,84.73
410,Sci-Fi,2019,153,51.63,18.09,48.97,1630,8.2,98,89,9.5,Yes,Yes,992.04
411,Animation,2018,96,20.62,8.92,34.1,1359,8.6,81,98,7.6,No,No,422.39
412,Adventure,2016,105,45.98,16.72,33.38,2597,6.9,74,73,8.0,Yes,Yes,888.35
413,Sci-Fi,2010,96,50.75,18.59,36.99,1674,5.9,69,69,8.4,Yes,Yes,746.74
414,Action,2024,113,103.73,33.38,60.51,3038,6.6,55,99,8.0,No,No,817.58
415,Horror,2021,93,53.93,14.75,36.99,2470,8.0,98,85,5.5,No,No,356.42
416,Sci-Fi,2023,84,65.09,22.32,53.24,2039,6.6,80,91,7.9,No,No,540.17
417,Fantasy,2025,75,92.09,18.18,46.36,2812,7.6,80,88,7.0,Yes,Yes,1030.42
418,Fantasy,2017,75,122.16,65.31,83.51,2282,7.2,78,90,8.8,No,No,927.18
419,Sci-Fi,2012,128,50.77,22.12,48.42,1757,7.7,98,99,8.4,Yes,Yes,947.09
420,Romance,2017,106,58.47,31.05,50.1,2208,8.6,86,99,2.3,Yes,No,461.71
421,Horror,2024,90,55.36,13.32,32.44,2338,7.6,97,85,5.0,No,No,277.21
422,Action,2014,102,38.65,19.39,18.9,1996,7.2,77,82,2.3,Yes,No,585.55
423,Sci-Fi,2010,104,33.36,15.8,17.82,2317,8.6,98,97,2.8,Yes,No,551.58
424,Romance,2016,96,12.56,5.29,23.42,2107,7.4,83,99,6.8,No,No,146.63
425,Fantasy,2014,147,27.32,10.93,33.97,2811,6.5,95,64,9.0,No,No,461.56
426,Fantasy,2015,143,17.31,4.79,20.4,1908,7.6,75,72,3.0,No,No,304.53
427,Animation,2025,147,124.36,59.27,93.29,3517,7.5,77,72,5.6,No,No,1049.63
428,Sci-Fi,2015,119,62.17,21.8,27.83,2820,6.9,62,73,9.3,Yes,Yes,871.81
429,Horror,2017,121,50.68,9.04,30.86,3403,6.7,64,85,8.5,Yes,Yes,372.08
430,Comedy,2018,102,34.5,9.49,26.36,2047,6.9,84,88,6.2,Yes,Yes,352.33
431,Horror,2011,98,56.07,29.39,43.85,2094,6.7,91,74,8.2,No,No,387.93
432,Fantasy,2018,115,31.69,15.54,31.6,2714,6.9,85,81,6.2,No,No,388.24
433,Fantasy,2021,128,61.59,33.43,24.65,2547,6.4,72,66,3.3,No,No,419.84
434,Drama,2024,139,64.53,25.89,26.15,3022,7.4,73,77,3.0,No,No,285.92
435,Fantasy,2020,104,31.42,7.82,32.04,2441,7.3,90,90,3.5,Yes,No,519.81
436,Action,2019,90,31.03,6.68,18.62,1026,7.4,73,95,4.8,No,No,286.77
437,Thriller,2018,130,102.8,23.11,70.41,2913,7.1,66,79,9.4,Yes,Yes,924.87
438,Sci-Fi,2022,79,53.14,8.39,38.44,2434,7.0,75,97,8.4,No,No,592.32
439,Horror,2019,114,33.1,10.14,38.67,2164,8.3,71,99,5.5,No,No,259.02
440,Thriller,2024,117,43.23,9.79,26.54,2123,7.2,66,98,5.9,No,No,344.5
441,Romance,2025,107,28.52,8.97,21.73,1261,8.1,98,90,4.1,No,No,232.72
442,Comedy,2019,84,52.65,27.59,55.07,2711,6.3,55,89,7.6,No,No,324.18
443,Action,2025,108,94.43,30.43,57.16,2837,7.6,72,99,8.4,Yes,No,1117.82
444,Horror,2016,148,54.02,27.07,23.43,2837,6.5,74,73,3.9,Yes,No,350.84
445,Thriller,2010,127,255.62,100.25,94.55,3331,6.7,76,78,2.3,No,No,940.15
446,Comedy,2016,138,72.33,18.0,57.48,2705,6.8,74,71,7.0,Yes,Yes,594.86
447,Drama,2019,91,63.87,18.67,40.51,2258,6.7,55,69,6.5,No,No,293.92
448,Action,2014,120,30.48,5.6,29.7,2146,6.7,83,69,5.2,No,No,373.58
449,Action,2015,117,47.1,13.35,37.38,2112,8.1,85,86,7.2,No,No,587.19
450,Drama,2019,117,33.15,13.96,28.6,2370,7.1,91,85,6.4,No,No,200.36
451,Sci-Fi,2016,126,13.46,2.41,11.57,1840,7.3,75,78,4.0,Yes,Yes,351.48
452,Drama,2023,118,103.61,24.05,65.74,2207,6.7,85,81,5.2,No,No,409.32
453,Action,2024,91,39.44,11.93,22.68,2198,7.8,98,92,5.4,No,No,498.77
454,Action,2014,127,33.55,18.21,36.88,1995,7.4,77,82,9.0,No,No,515.47
455,Thriller,2016,132,63.07,29.26,65.07,2326,6.9,86,80,9.7,Yes,Yes,763.54
456,Fantasy,2018,141,76.74,34.03,52.55,897,5.8,53,65,9.1,No,No,599.52
457,Comedy,2012,142,44.65,8.77,45.45,2543,7.3,84,82,7.8,Yes,Yes,516.21
458,Drama,2025,125,54.91,25.39,31.77,2137,7.6,96,81,6.7,No,No,252.62
459,Comedy,2017,92,89.33,41.46,43.45,1930,6.3,76,76,7.5,Yes,No,595.63
460,Drama,2011,84,43.52,16.99,47.71,2653,6.9,98,76,9.5,No,No,299.68
461,Romance,2020,110,66.94,36.56,41.65,2721,7.5,89,77,4.0,No,No,283.87
462,Action,2016,133,18.71,5.24,24.25,1805,5.8,62,75,6.3,Yes,No,485.04
463,Fantasy,2022,132,24.54,12.92,32.89,1445,6.6,98,84,7.5,Yes,No,569.04
464,Thriller,2011,120,81.53,42.06,62.39,2623,7.4,98,96,7.4,No,No,534.64
465,Fantasy,2024,114,23.72,3.67,19.49,2075,8.0,72,83,4.0,Yes,No,444.24
466,Fantasy,2023,153,64.04,21.14,48.04,2839,8.8,88,96,6.7,No,No,607.72
467,Fantasy,2013,126,49.99,27.04,33.29,2028,8.7,85,99,8.4,No,No,582.63
468,Comedy,2016,113,43.4,8.3,14.98,2788,7.2,86,79,5.8,No,No,292.88
469,Drama,2012,102,32.1,11.85,32.59,1819,6.7,81,84,8.3,No,No,183.25
470,Adventure,2011,95,99.33,53.8,66.04,2021,7.8,92,94,4.9,Yes,Yes,1200.0
471,Romance,2020,93,169.32,63.02,92.44,2758,6.7,59,83,9.5,Yes,No,794.93
472,Horror,2019,95,66.85,15.1,32.06,2370,6.5,67,90,6.3,Yes,Yes,439.52
473,Fantasy,2016,121,67.83,25.97,40.39,2378,6.9,76,87,6.8,No,No,572.24
474,Sci-Fi,2010,115,35.3,8.18,2.9,2282,6.8,58,81,2.3,No,No,230.86
475,Comedy,2023,108,25.28,9.05,26.97,1982,7.4,73,84,3.4,No,No,140.85
476,Thriller,2024,130,53.6,9.63,26.5,2771,6.6,88,77,7.1,Yes,Yes,474.19
477,Horror,2017,151,29.21,11.46,20.82,1932,7.2,64,74,5.4,No,No,160.49
478,Adventure,2012,99,17.38,6.2,45.54,958,8.4,98,80,6.1,No,No,512.39
479,Sci-Fi,2021,102,92.72,41.36,43.04,2574,7.2,91,88,2.5,No,No,619.76
480,Adventure,2021,75,95.7,38.5,61.98,1658,8.3,88,99,8.7,No,No,887.09
481,Horror,2022,114,31.47,11.64,30.81,2219,8.1,83,90,8.3,No,No,225.33
482,Fantasy,2011,112,64.45,27.45,42.92,2909,7.6,92,99,3.5,Yes,Yes,868.21
483,Sci-Fi,2012,133,105.49,21.9,48.46,2256,6.8,68,78,7.1,No,No,757.83
484,Adventure,2014,113,62.84,24.39,45.4,3075,7.9,80,73,8.5,No,No,737.61
485,Thriller,2020,103,25.32,5.54,25.36,2449,6.9,77,89,7.1,No,No,338.42
486,Drama,2017,119,47.27,24.59,13.34,2829,7.1,58,79,4.5,No,No,206.7
487,Action,2019,126,130.29,23.1,71.28,3067,7.4,68,95,7.2,Yes,Yes,1200.0
488,Drama,2016,83,64.58,20.8,24.2,1885,7.1,76,72,3.7,No,No,202.5
489,Horror,2016,135,78.08,33.44,23.87,2893,6.5,78,81,4.5,No,No,299.64
490,Comedy,2021,141,68.68,22.88,29.6,2106,5.9,59,64,3.9,Yes,No,330.83
491,Action,2016,126,31.54,5.89,32.96,2143,7.9,85,93,6.5,No,No,436.59
492,Romance,2024,96,36.74,13.64,27.75,2045,7.6,68,95,2.9,No,No,157.94
493,Thriller,2017,108,68.55,27.88,42.18,2979,5.7,74,74,9.5,No,No,432.78
494,Romance,2010,139,93.53,40.36,49.95,3007,6.5,75,78,4.7,No,No,338.58
495,Sci-Fi,2013,95,112.42,33.65,33.04,2771,7.2,83,72,3.8,No,No,773.29
496,Action,2022,128,31.49,11.82,28.57,1108,7.5,88,94,6.0,Yes,Yes,663.81
497,Romance,2015,114,72.88,24.07,27.65,2138,5.9,68,80,4.2,No,No,245.85
498,Romance,2018,118,118.97,49.83,74.39,3223,7.0,73,73,6.3,No,No,453.33
499,Adventure,2022,98,28.95,11.1,28.02,2201,7.5,94,79,4.8,No,No,545.58
500,Drama,2011,122,144.56,52.09,80.26,2349,6.8,78,90,3.1,No,No,451.84
501,Adventure,2010,120,159.6,39.87,70.43,2333,7.3,79,83,4.1,No,No,1025.98
502,Action,2025,85,300.0,45.24,145.56,4598,6.7,75,71,5.5,Yes,Yes,1200.0
503,Action,2022,115,63.91,14.04,33.17,1847,7.8,86,92,2.2,Yes,Yes,782.94
504,Horror,2019,127,64.14,12.62,39.15,1897,6.5,71,71,8.2,No,No,252.78
505,Adventure,2021,107,94.15,31.04,48.86,2984,6.2,74,75,7.0,No,No,769.47
506,Animation,2023,75,92.38,36.48,49.69,3233,7.1,70,79,6.8,No,No,746.2
507,Drama,2011,113,114.37,26.9,58.49,2454,6.0,59,69,6.4,No,No,398.07
508,Action,2016,144,91.56,48.13,33.56,2602,5.4,68,76,6.7,No,No,691.1
509,Horror,2012,108,51.34,7.84,44.82,2225,8.0,87,70,9.5,No,No,405.79
510,Adventure,2019,144,121.71,55.86,54.83,2813,6.3,81,80,2.1,No,No,865.33
511,Drama,2011,99,27.41,10.97,19.65,2067,6.0,72,81,2.4,No,No,163.6
512,Adventure,2023,92,55.21,16.53,21.58,2675,6.5,67,71,3.5,No,No,354.1
513,Romance,2020,115,151.98,25.87,84.09,2831,6.4,78,84,3.3,No,No,537.89
514,Horror,2016,99,24.4,9.78,8.16,1257,7.0,90,73,3.4,Yes,Yes,210.32
515,Drama,2022,122,35.41,10.77,1.0,2964,6.2,74,68,7.4,No,No,129.69
516,Fantasy,2022,108,85.11,44.64,63.09,3111,7.5,90,80,5.7,Yes,Yes,1154.48
517,Sci-Fi,2011,144,71.05,26.06,44.75,1888,7.6,82,97,9.9,Yes,Yes,1093.05
518,Sci-Fi,2025,106,31.14,16.38,23.98,2148,6.1,79,57,3.8,Yes,Yes,568.05
519,Drama,2025,117,41.96,9.99,11.7,2683,6.6,68,93,4.5,Yes,No,223.44
520,Adventure,2012,127,25.53,11.24,47.46,2404,6.7,78,76,9.9,No,No,593.28
521,Horror,2020,134,104.03,41.29,53.41,2967,7.0,98,88,8.7,Yes,No,605.23
522,Sci-Fi,2016,145,46.57,20.76,26.7,2134,8.0,93,97,5.8,Yes,No,689.04
523,Horror,2023,110,176.31,41.59,101.46,4250,8.0,84,93,6.4,No,No,679.4
524,Sci-Fi,2013,107,57.98,24.12,54.21,2432,9.1,95,98,8.7,No,No,745.0
525,Romance,2022,77,47.68,16.65,44.57,1972,5.3,60,76,5.8,Yes,Yes,350.03
526,Adventure,2023,156,44.76,20.01,25.85,2638,6.4,81,71,3.6,No,No,458.2
527,Romance,2010,122,46.93,13.18,40.51,2270,8.6,95,91,8.6,No,No,272.82
528,Sci-Fi,2022,130,59.11,29.91,31.14,2507,5.7,59,77,6.3,No,No,507.81
529,Fantasy,2023,126,281.57,51.73,80.83,4436,8.5,86,98,3.2,No,No,1200.0
530,Fantasy,2014,116,44.13,20.87,42.37,2446,7.2,82,96,6.0,Yes,Yes,736.02
531,Romance,2021,122,45.07,22.29,28.7,1716,7.2,80,83,5.3,No,No,204.1
532,Fantasy,2018,104,57.4,27.37,55.47,1591,6.1,74,67,9.0,No,No,576.77
533,Sci-Fi,2025,109,111.72,39.67,72.52,3523,6.7,84,81,3.0,Yes,No,1126.68
534,Drama,2017,96,21.84,7.11,45.89,2121,8.5,98,93,9.0,No,No,287.91
535,Romance,2021,146,73.93,40.55,33.86,2851,7.1,64,77,6.1,No,No,314.61
536,Comedy,2024,126,32.33,7.81,43.55,1211,6.7,82,86,5.2,No,No,281.19
537,Adventure,2018,155,78.8,29.06,24.97,3043,7.4,83,99,3.3,No,No,592.51
538,Fantasy,2019,161,39.9,16.69,15.72,1898,6.9,59,79,7.6,No,No,372.16
539,Fantasy,2023,87,12.3,5.29,15.22,1508,7.4,94,77,9.4,No,No,387.95
540,Action,2018,135,69.93,16.2,36.17,2398,6.4,76,75,5.0,No,No,529.94
541,Animation,2024,88,69.55,28.63,33.06,1937,7.0,86,87,3.9,No,No,504.76
542,Romance,2016,119,37.75,18.02,30.89,2139,6.6,57,80,6.4,No,No,259.18
543,Thriller,2013,121,36.32,6.17,31.9,2059,5.7,63,80,8.4,No,No,253.11
544,Fantasy,2014,89,23.45,12.07,23.6,2541,7.5,72,93,2.0,No,No,348.78
545,Adventure,2010,100,90.91,14.71,48.78,3375,6.1,91,63,7.1,No,No,728.8
546,Comedy,2023,122,97.59,28.53,70.14,3419,7.0,89,78,6.8,No,No,457.71
547,Fantasy,2010,119,31.06,4.86,25.69,947,7.8,79,78,4.5,No,No,358.41
548,Comedy,2012,95,38.72,7.0,34.6,1681,5.9,52,81,5.6,No,No,210.52
549,Sci-Fi,2022,101,52.78,27.15,40.8,1138,7.6,86,70,4.0,Yes,Yes,871.9
550,Sci-Fi,2023,85,240.66,70.26,136.62,3369,6.9,88,69,8.3,No,No,1200.0
551,Animation,2017,91,78.39,25.08,48.22,2181,6.3,54,70,7.1,Yes,Yes,942.99
552,Drama,2023,108,29.79,7.03,23.68,2273,8.7,86,99,6.3,Yes,Yes,318.17
553,Thriller,2011,135,67.01,26.06,44.58,2143,7.1,68,78,5.1,Yes,Yes,625.24
554,Action,2013,137,22.48,8.72,16.64,1756,6.6,83,75,4.3,No,No,288.35
555,Animation,2011,152,87.71,26.21,54.87,2680,6.5,69,74,8.6,No,No,752.44
556,Horror,2023,123,163.44,46.29,42.05,2416,7.8,83,92,5.6,No,No,503.92
557,Action,2014,119,163.89,82.6,83.9,2856,6.6,76,67,6.0,No,No,1200.0
558,Romance,2018,125,88.68,26.9,41.43,2346,7.7,76,80,6.2,No,No,341.18
559,Adventure,2025,125,37.64,13.08,18.79,2038,7.1,65,98,5.6,No,No,390.62
560,Horror,2010,83,23.61,6.22,32.23,2051,8.0,98,96,4.0,No,No,228.28
561,Horror,2014,153,22.14,10.29,28.55,2750,6.3,86,82,3.0,No,No,236.25
562,Animation,2023,76,8.88,2.74,1.0,2334,6.4,74,77,2.8,No,No,109.06
563,Drama,2024,138,86.34,30.69,59.81,2192,6.9,80,80,8.1,No,No,394.78
564,Animation,2018,116,51.44,12.93,49.32,2132,6.9,90,85,3.8,No,No,553.95
565,Romance,2024,93,99.32,54.14,27.29,2529,6.8,78,87,2.4,No,No,285.72
566,Fantasy,2010,126,139.15,37.1,67.41,2795,9.2,96,99,8.4,No,No,990.47
567,Fantasy,2018,113,58.69,26.9,28.23,2464,8.8,96,99,3.2,Yes,Yes,808.6
568,Drama,2017,101,60.47,19.41,44.56,1414,7.3,95,94,7.0,Yes,Yes,411.1
569,Romance,2013,87,40.67,9.46,28.13,2606,7.4,83,64,4.7,No,No,255.21
570,Drama,2021,86,43.92,20.64,32.35,3042,6.9,70,89,3.0,Yes,Yes,325.91
571,Comedy,2020,103,88.31,25.03,53.94,2460,6.3,72,71,5.3,No,No,398.18
572,Fantasy,2019,107,49.11,24.36,32.38,2097,7.0,85,87,2.1,Yes,Yes,672.77
573,Horror,2014,91,44.7,23.07,29.58,2281,7.7,90,83,8.7,No,No,337.36
574,Thriller,2022,116,54.35,26.85,58.33,2799,8.1,95,81,6.1,Yes,Yes,685.7
575,Adventure,2014,94,97.85,16.05,42.58,2519,7.9,79,94,3.1,No,No,753.83
576,Romance,2020,122,35.06,16.3,26.36,2583,5.9,75,57,3.9,No,No,232.7
